Medicina,Peso,Indice PH
M2469,-7.333071342,-2.4757806
M2470,-7.596510153,-3.114008156
M2471,-6.236727831,-3.70521737
M2472,-6.599311995,-3.11900907
M2473,-7.54646561,-3.044260545
M2474,-7.631606819,-2.632559915
M2475,-6.743680424,-3.726259904
M2476,-7.413303003,-4.1058765
M2477,-7.718979538,-2.724695021
M2478,-7.148474771,-3.46592767
M2479,-7.506840227,-3.294464001
M2480,-6.490229618,-2.669770367
M2481,-5.616056216,-2.989000583
M2482,-8.020571623,-2.901045365
M2483,-6.497498293,-2.289417872
M2484,-6.746540503,-2.360456431
M2485,-7.505533311,-2.997844486
M2486,-6.423005226,-3.319003066
M2487,-7.533024821,-3.716272927
M2488,-8.129349818,-2.81054121
M2489,-7.673988556,-1.612153647
M2490,-6.653101996,-2.371752926
M2491,-6.753813865,-2.865025607
M2492,-6.39840706,-3.658734074
M2493,-6.705536171,-3.735516912
M2494,-6.243787289,-3.318014721
M2495,-8.202887914,-5.24530914
M2496,-7.182703071,-2.749566923
M2497,-7.2179222,-2.253903305
M2498,-7.034730639,-2.933649713
M2499,-6.359689948,-3.196250224
M2500,-7.405854543,-2.188262336
M2501,-0.38496854,-2.044782398
M2502,-0.521435827,-0.140986506
M2503,0.833371543,-1.078081748
M2504,0.004959367,-0.205146404
M2505,-0.571041768,2.221469465
M2506,0.772493881,0.030497436
M2507,-0.432698802,1.358574923
M2508,1.340736486,-0.999643027
M2509,-0.566452086,1.148015391
M2510,-0.534555681,-1.506252792
M2511,-0.565824637,-0.251933601
M2512,0.320626485,0.261678136
M2513,1.174577205,0.558092444
M2514,0.329107006,-0.111836094
M2515,0.694870088,-0.974001392
M2516,1.129793403,-1.095908591
M2517,-0.115501359,-0.649941629
M2518,0.853761011,-0.917249541
M2519,-0.112049581,-0.521177524
M2520,1.889946481,-0.855471322
M2521,0.234253659,1.117851664
M2522,-0.490931301,0.242924155
M2523,0.090388359,0.255120439
M2524,-0.659613679,-0.755085577
M2525,-1.371742364,0.249130438
M2526,0.314802264,0.290710944
M2527,0.209573045,-0.842444237
M2528,0.588601017,-1.070256372
M2529,-0.760459082,-1.741441936
M2530,-0.724603561,0.785513944
M2531,-0.441675741,-0.910933493
M2532,-0.905138723,0.042064085
M2533,2.422218828,0.074799827
M2534,0.334380169,0.082094652
M2535,-0.587813692,-0.574384092
M2536,0.381890615,-0.203716313
M2537,1.106575438,-0.276223256
M2538,0.609837108,1.214613811
M2539,0.82498468,-1.040565206
M2540,0.432670934,-0.185320921
M2541,-1.356430409,0.959762011
M2542,-0.683903989,0.378961239
M2543,0.953858496,-0.979388421
M2544,-0.178276455,0.713836357
M2545,0.233281316,-2.431652379
M2546,0.499432055,-0.44333081
M2547,-0.919279509,1.410972364
M2548,0.171101511,0.448614643
M2549,-0.391309505,0.712447491
M2550,-1.32674999,-0.083657752
M2551,0.353909672,-0.342194768
M2552,-0.759673082,0.626324724
M2553,-0.452551,2.085353687
M2554,-1.205297863,-0.241559195
M2555,-0.542667317,1.293318639
M2556,0.395579182,-0.485372315
M2557,1.414355641,-0.387064646
M2558,-1.018393822,0.585661756
M2559,0.3107868,-0.81184735
M2560,0.47104891,0.848048094
M2561,0.939567608,-1.514939869
M2562,1.133882156,-2.178673542
M2563,-0.995291556,-0.143028955
M2564,0.055235832,0.295993684
M2565,1.107624317,1.1478632
M2566,0.490595159,0.107701489
M2567,1.259978357,0.858986238
M2568,1.094839487,0.216504261
M2569,2.109419643,0.611546875
M2570,-2.358020935,-0.871893169
M2571,-0.298665506,-0.068766368
M2572,-0.304770175,-0.538010895
M2573,-1.281260526,-0.213290365
M2574,-0.469113044,2.066985239
M2575,1.280009884,-1.263740491
M2576,0.053364117,0.030759424
M2577,0.864526708,-0.2888106
M2578,1.471416498,0.341444436
M2579,-0.261242096,1.613411004
M2580,-0.368655634,0.821083186
M2581,-1.185407682,-0.591222394
M2582,-0.249567088,-1.290389777
M2583,-0.64322345,0.763193823
M2584,-0.19735689,-0.892906108
M2585,-0.203024805,-0.643736688
M2586,-0.655527603,0.418815033
M2587,-1.030214508,-1.370203485
M2588,-0.339918581,1.400622623
M2589,0.013163313,0.092539125
M2590,-0.806104147,-0.210680414
M2591,0.317015437,0.727042247
M2592,-0.129715207,0.725591814
M2593,-0.234590755,-0.224253837
M2594,0.820559961,0.992099708
M2595,2.075564178,0.33058017
M2596,0.762879094,0.990002457
M2597,0.578421783,0.237127305
M2598,0.00424804,-0.171983519
M2599,0.116807861,1.573871203
M2600,0.523286345,-0.704885441
M2601,-0.497682255,0.569776131
M2602,-1.343302916,1.820150565
M2603,0.386200671,-0.372013397
M2604,-0.631679625,0.571172336
M2605,0.354345293,0.287597622
M2606,-0.747488038,-0.313421108
M2607,-1.128075456,-0.003198819
M2608,-1.263087106,0.556006319
M2609,0.252991316,2.095631595
M2610,1.75908528,0.797785154
M2611,0.180394242,-0.219676937
M2612,0.441453167,-1.775809816
M2613,0.129428131,0.224154103
M2614,0.207086297,0.234879753
M2615,2.12892758,-0.712332617
M2616,-0.703141393,0.908399932
M2617,-0.143000346,0.351785451
M2618,-0.606338417,0.528210321
M2619,0.642643374,-0.437568048
M2620,0.229670313,-0.615468944
M2621,-0.294536059,-0.420682299
M2622,0.667896384,-0.999522514
M2623,-0.905133542,-0.470286829
M2624,0.10747861,0.654158144
M2625,0.180397581,-2.029812074
M2626,1.416466115,-1.594775152
M2627,0.48476482,0.023930904
M2628,0.029754636,0.29564372
M2629,-1.207571472,-0.85394689
M2630,-1.323817566,0.482797954
M2631,0.531567856,1.133119731
M2632,-0.630165257,0.61536854
M2633,-0.21707164,-1.407055184
M2634,-0.782475272,-0.657507311
M2635,0.163442863,-0.768429592
M2636,0.20509186,-0.304877492
M2637,1.57024794,-0.604156161
M2638,1.636086717,-0.757453145
M2639,0.955469614,1.718922052
M2640,0.975586847,-0.299672287
M2641,-1.052704808,-0.137183887
M2642,1.148196122,0.257726032
M2643,-0.847415158,-1.558999792
M2644,-1.439505374,-1.027469754
M2645,2.849627802,0.422878319
M2646,0.286800581,0.316250688
M2647,-0.596643008,-1.044916521
M2648,0.007133305,1.013092229
M2649,0.062108477,-0.060065146
M2650,-1.863025229,0.127521584
M2651,-0.643995058,0.098355289
M2652,0.476387508,-0.494975214
M2653,0.03198628,-1.648152982
M2654,-1.496605371,-0.117789235
M2655,-0.442343097,-1.408473931
M2656,-0.135060191,-0.148200022
M2657,0.073199112,0.186611821
M2658,-1.510899274,0.178166022
M2659,0.229802478,-1.247644725
M2660,1.376146209,0.329939983
M2661,-1.433453942,-1.089419493
M2662,0.394911261,0.226505214
M2663,1.209286275,0.54288119
M2664,0.342312937,1.438565297
M2665,0.530157829,-1.84572377
M2666,-0.427534387,0.746335961
M2667,-0.166670131,-0.1459396
M2668,-1.030243881,-0.06777912
M2669,-0.109355455,-0.506163751
M2670,-0.497356178,0.210739252
M2671,-0.592229498,-0.232756685
M2672,1.302525898,-0.556887103
M2673,-0.105351628,-0.48474515
M2674,0.566941311,0.554653751
M2675,0.337776476,0.442464357
M2676,-0.913398602,0.9905579
M2677,-1.700872394,0.326650163
M2678,-1.290380843,-0.131304655
M2679,0.24834692,-1.024534476
M2680,-0.271087223,0.283305533
M2681,0.683552618,-0.275926566
M2682,-0.341952736,0.199363783
M2683,-1.190072637,0.787121665
M2684,0.086698419,-0.443562706
M2685,0.990943124,-0.4340344
M2686,0.238876949,-0.233274096
M2687,-0.167359823,0.191336662
M2688,-0.378839848,1.833243391
M2689,1.141309903,-0.785605349
M2690,0.822876441,1.205934196
M2691,-0.38668631,-0.193889172
M2692,-1.211754459,0.808106631
M2693,-0.822195327,0.053736085
M2694,0.299994025,-0.480790638
M2695,-0.98332989,-0.233279716
M2696,-0.348255997,0.862986647
M2697,-0.11019166,1.14010703
M2698,-0.59379977,0.864919443
M2699,-0.562029695,-0.507385235
M2700,-0.203681234,-1.159941512
M2701,-0.495756858,0.360780921
M2702,-1.208038574,0.475182229
M2703,0.662930324,-2.261295666
M2704,-0.827593987,0.021807844
M2705,0.931535365,1.886004082
M2706,-0.309066633,-0.169592897
M2707,-0.277094572,-0.579772913
M2708,1.166013743,-0.906989917
M2709,0.234979702,-1.629863781
M2710,-0.362045161,-0.440495999
M2711,-0.744260082,0.271285955
M2712,-0.465495369,-0.88551648
M2713,0.35991843,0.228119556
M2714,0.76242081,0.709171589
M2715,0.043209861,-0.533966335
M2716,-0.443630768,0.442983366
M2717,0.301893368,0.508936205
M2718,0.604093004,-0.038524987
M2719,-0.379496117,1.760803665
M2720,1.298813852,-1.144981973
M2721,-0.327852892,0.247559468
M2722,0.808459336,-0.834069721
M2723,0.871509445,-0.649585629
M2724,0.050964684,0.39687649
M2725,-0.076199819,0.983605073
M2726,0.78480937,0.153092754
M2727,-1.623289795,1.174364801
M2728,0.030366069,-0.837118172
M2729,0.062224749,0.304342277
M2730,0.329028101,-0.477804537
M2731,-0.796373725,-0.681621105
M2732,-1.269157829,-2.368403991
M2733,-2.374541645,0.684163912
M2734,0.490591515,1.687365234
M2735,0.970205709,0.449676503
M2736,-0.399897325,1.238690747
M2737,2.14139428,0.053082384
M2738,-0.576877877,-1.107377635
M2739,-1.18015343,-0.785224551
M2740,-0.131119255,-0.722399318
M2741,0.095206532,0.992138544
M2742,0.614117068,-0.432325292
M2743,0.108935819,0.082298058
M2744,-0.687259032,-1.199833739
M2745,-1.370720765,-0.164758432
M2746,-0.528023639,-1.463280128
M2747,-1.22736955,-0.632181184
M2748,0.651235312,0.683543026
M2749,-0.093264819,1.538688149
M2750,-1.667705236,0.436897041
M2751,0.329035207,0.08751442
M2752,-0.830167296,0.965935028
M2753,1.21533978,0.655217512
M2754,0.04697808,-2.203983666
M2755,0.206309942,-1.612409963
M2756,-0.708641403,-0.750020081
M2757,0.470714763,-0.78624763
M2758,0.058412735,-1.44020757
M2759,0.194550419,-0.610428286
M2760,-0.288246053,-0.838058856
M2761,0.579042002,0.990199403
M2762,-2.195285527,-0.5489778
M2763,0.149112313,-1.148414621
M2764,0.9433859,-0.374639595
M2765,-0.171599981,-0.616470677
M2766,0.520320221,0.235944487
M2767,-0.535945731,-0.208157166
M2768,0.155473396,-1.336965218
M2769,-0.525579215,0.522290851
M2770,1.030523274,-0.327556234
M2771,0.422948552,-0.540026972
M2772,1.238334095,-0.766616522
M2773,-0.037583894,0.714499183
M2774,-0.05337831,-0.098036852
M2775,0.281973664,-1.397531745
M2776,1.303551634,1.953714928
M2777,-2.151133062,-0.307526542
M2778,-1.50889856,0.243952068
M2779,1.140077862,0.319344418
M2780,1.704181076,-1.175873194
M2781,-0.184296441,1.099028275
M2782,1.218432086,0.226005683
M2783,1.953173943,0.129288228
M2784,0.170726386,1.215576016
M2785,-0.40997432,0.14318563
M2786,-0.429474606,-1.550056367
M2787,-0.23051658,-0.0144538
M2788,0.71880649,1.050294073
M2789,-0.153582468,1.091369553
M2790,1.83357822,0.238208409
M2791,-0.305713086,-1.524126094
M2792,-0.644270407,0.98679795
M2793,0.490067699,-0.051646007
M2794,0.211779827,0.172703481
M2795,0.416273642,1.153145095
M2796,-1.884488723,0.362481155
M2797,-0.135002271,-3.349990122
M2798,-1.650172927,-1.497362736
M2799,0.166804886,-0.745207679
M2800,0.68849016,-1.162163742
M2801,1.061621124,0.13811771
M2802,0.677670975,0.136763694
M2803,0.435669786,-0.623801871
M2804,0.697893838,1.052511835
M2805,-0.050995167,-0.709274235
M2806,-0.034651271,-0.311033704
M2807,0.918402725,-0.600640142
M2808,0.978555504,-0.806816968
M2809,-0.4237472,0.049155374
M2810,-1.617551766,-1.254740483
M2811,-2.065790419,-0.280972504
M2812,-1.460320716,0.747291953
M2813,-0.900064715,0.732402164
M2814,0.402405803,-1.751469185
M2815,-0.69825682,0.36604727
M2816,-0.076800954,-0.412185598
M2817,0.332451872,0.405482635
M2818,-1.247589768,0.154906674
M2819,-0.765224838,-0.284472195
M2820,-0.674443481,-0.011984674
M2821,-0.721610477,0.547112116
M2822,-0.395324477,0.653422257
M2823,0.708461526,-0.67472032
M2824,-0.456723942,-1.194618009
M2825,0.624879452,-0.377147096
M2826,0.306294305,0.917997594
M2827,0.172670259,0.308531227
M2828,0.877529165,0.354599283
M2829,1.926144772,-0.398279845
M2830,1.320599534,-0.689093798
M2831,-1.425630444,1.869329224
M2832,0.476920674,-0.094648515
M2833,-1.122159897,-0.029922714
M2834,-1.809716676,-0.246327156
M2835,-1.089637982,0.062743439
M2836,-1.963720959,-0.287558694
M2837,-1.018147517,-0.939795317
M2838,1.21886721,0.443648465
M2839,-0.428838329,1.295809787
M2840,2.412649754,0.166381935
M2841,0.351735367,-0.669734177
M2842,0.903597559,0.050785375
M2843,-0.131394521,0.918273119
M2844,-0.251620514,1.604828974
M2845,-0.705031206,-1.264719374
M2846,0.14473489,0.102608945
M2847,-1.334641804,-0.389955587
M2848,-0.765059839,0.490141437
M2849,-0.962302121,0.152024812
M2850,0.151504489,-0.529765385
M2851,1.364311638,-1.626469379
M2852,1.941775991,-1.092757767
M2853,-1.580131943,-0.545760363
M2854,0.312072586,-0.246331941
M2855,-0.588691337,1.058168834
M2856,-0.9733303,-0.535114826
M2857,0.093042211,0.33483052
M2858,-0.424677955,0.815241222
M2859,0.04600693,0.20849667
M2860,0.691655191,0.076318175
M2861,-0.841932484,-0.54949269
M2862,-0.13743954,0.757187639
M2863,-1.53032151,1.465755563
M2864,-0.344927292,0.427984205
M2865,0.889966624,0.276582785
M2866,-1.571128534,0.211832805
M2867,0.351765886,0.93063464
M2868,-1.216800006,-0.297807707
M2869,0.197094829,-0.460973695
M2870,-0.405262487,0.478677437
M2871,-0.250675796,-0.27583314
M2872,-1.443499894,0.802641322
M2873,-0.819961728,-1.317481945
M2874,-0.173719189,1.193729435
M2875,0.064510978,-0.657557194
M2876,-0.172182047,0.214694474
M2877,-0.577106661,-0.421091357
M2878,1.195699211,0.642213553
M2879,-0.175017074,-1.275746628
M2880,-0.698307184,-0.960564358
M2881,-0.682782413,1.469141727
M2882,-0.068038799,-0.877850108
M2883,0.836103761,-0.628525418
M2884,-0.382110775,0.056085392
M2885,0.784409015,-0.718834476
M2886,0.20387201,0.132036001
M2887,-0.50699341,1.058333458
M2888,-0.735499988,0.061815579
M2889,0.159609641,1.553567743
M2890,-0.092994315,-1.304766147
M2891,-0.814491531,-0.256178646
M2892,-0.714908382,-0.786637399
M2893,0.485215383,0.331650177
M2894,0.469497525,-1.135501637
M2895,-0.280260356,-1.583635055
M2896,0.743514933,-0.354179817
M2897,-0.314946593,-1.63353379
M2898,-0.103952421,-0.808294593
M2899,1.111339546,-0.492571978
M2900,-0.485928888,-1.503352889
M2901,-1.838659874,0.507527437
M2902,-1.159992139,0.275051124
M2903,0.261763881,-0.564433837
M2904,-0.194213019,-1.253105265
M2905,2.476206249,-0.247766065
M2906,-1.273568954,-0.151065114
M2907,-0.219482108,-1.955652461
M2908,0.036225631,1.176675788
M2909,-1.236446487,0.391976727
M2910,0.971268583,-1.578191299
M2911,0.669538044,1.780271526
M2912,1.388574585,-0.13819191
M2913,0.618769932,-1.326051649
M2914,-3.195151474,-0.833440207
M2915,-0.870347837,0.236436484
M2916,0.280611385,-1.295815161
M2917,-0.733562049,-0.426190003
M2918,0.255033406,-0.091355263
M2919,-0.059614078,-0.382472399
M2920,-0.492747106,0.183300177
M2921,0.061250623,-0.640812112
M2922,0.461676363,-0.225464617
M2923,1.028786446,0.171654631
M2924,-0.804550606,-1.998078247
M2925,-0.514595194,-1.726386331
M2926,-0.64857872,-0.96037055
M2927,0.763106409,0.071868452
M2928,1.415364169,0.182515204
M2929,0.950148917,-0.658009382
M2930,1.20691239,1.181190161
M2931,0.224347836,1.019703857
M2932,-0.721535255,-0.159395816
M2933,0.611773069,2.992982243
M2934,1.553741854,-0.328778984
M2935,0.455453556,0.885053279
M2936,0.836290315,-0.056719415
M2937,-1.389148048,-1.552366675
M2938,0.51395033,1.691850938
M2939,-0.138529757,-0.957196377
M2940,0.497995714,0.066358017
M2941,1.149105834,1.728733419
M2942,-0.575471139,0.578458036
M2943,1.355341351,0.333897009
M2944,-0.849054216,-0.130877851
M2945,0.036748524,0.220681709
M2946,0.276260068,1.701151191
M2947,0.960140769,-0.414864035
M2948,-0.2908317,-0.199385132
M2949,-0.842286731,-0.410020338
M2950,1.274952705,-0.370844482
M2951,0.326378635,-0.155233438
M2952,-1.722310089,0.556986716
M2953,0.28793018,0.079388521
M2954,-1.530528118,-0.684648142
M2955,0.711824389,1.486765317
M2956,1.248449926,-0.782612738
M2957,-0.164500087,-0.29739296
M2958,-0.817554021,0.072087666
M2959,1.104236865,-1.513984664
M2960,-0.459632969,-0.90817353
M2961,-0.736624756,-1.164295672
M2962,-1.13559349,-2.397867266
M2963,-1.320883227,1.919700008
M2964,0.248201268,-0.657318088
M2965,-0.298571682,0.75605353
M2966,0.709635968,0.015474673
M2967,-0.051024569,-0.894724498
M2968,-0.188717825,-0.036350821
M2969,-1.549318963,0.364270114
M2970,-0.697917517,-1.028532206
M2971,0.093986663,1.078294003
M2972,-0.385330624,1.077154852
M2973,1.147542156,-0.08763883
M2974,-1.648287467,0.552912665
M2975,-0.163078145,-1.096740952
M2976,0.103118017,0.514686412
M2977,-0.650121837,-0.115479019
M2978,0.100802545,1.447666158
M2979,1.495140745,-0.861365822
M2980,-0.945349907,1.810358294
M2981,-0.315793365,0.018076386
M2982,-1.277172489,0.400956995
M2983,0.655143763,1.304576373
M2984,-1.085449169,0.992655309
M2985,-0.772374804,-0.788277211
M2986,1.280657975,-0.823715485
M2987,0.741078268,-0.823339815
M2988,-0.68037317,0.967275267
M2989,0.914888795,-0.122128279
M2990,-0.593186458,-0.400239787
M2991,0.095424615,0.074265321
M2992,1.650930096,0.932191327
M2993,2.031446996,-0.143000708
M2994,-0.398836699,0.278353964
M2995,-0.027009874,-2.083864448
M2996,0.93518162,-0.600825479
M2997,0.546760677,-0.959926679
M2998,-0.209719599,-0.575240426
M2999,-0.188522788,-0.68577089
M3000,-0.705625638,-0.379895201
M3001,-4.393062488,1.61190257
M3002,-3.473803749,1.49309668
M3003,-2.851133578,2.881520289
M3004,-5.228026412,1.426383061
M3005,-2.597724374,3.760017182
M3006,-2.973559318,2.712493469
M3007,-3.925086065,1.491654596
M3008,-2.735920937,1.701197833
M3009,-3.804173059,2.417501102
M3010,-4.816203485,2.570319544
M3011,-3.097727455,2.93472497
M3012,-2.214025039,2.271974583
M3013,-4.619397675,1.188216198
M3014,-4.801165829,2.074516432
M3015,-3.089338921,0.77103576
M3016,-4.019161271,2.460974126
M3017,-5.091065836,2.457649696
M3018,-3.010947053,2.117344055
M3019,-4.123260275,1.259421208
M3020,-4.636165269,3.018512465
M3021,-4.465258067,2.790336692
M3022,-4.398131197,1.430510532
M3023,-3.250057595,0.932557527
M3024,-4.924581921,2.803389335
M3025,-3.624620912,2.48680854
M3026,-3.196470909,2.028739539
M3027,-4.687874099,2.204280043
M3028,-3.732490781,2.557729757
M3029,-5.32277537,1.655056487
M3030,-3.442497101,3.243130533
M3031,-4.897767542,2.277320604
M3032,-3.354909363,1.38681192
M3033,-3.653147948,1.60523824
M3034,-4.329119977,3.203629336
M3035,-5.183894542,1.480114623
M3036,-2.934730539,1.151610517
M3037,-3.877837722,2.923781457
M3038,-2.658160625,2.255405574
M3039,-3.993147926,3.76282277
M3040,-5.422708177,1.785674571
M3041,-2.647946734,2.510443792
M3042,-4.233110988,1.984504677
M3043,-3.260479834,2.345804155
M3044,-4.577792227,0.728207053
M3045,-3.510532337,2.199720379
M3046,-3.33200923,2.610487363
M3047,-3.189531116,1.99541419
M3048,-3.600760863,1.712248122
M3049,-4.032648743,2.020723572
M3050,-3.884417805,0.328594379
M3051,-3.758124005,2.993494625
M3052,-4.590769388,2.273714088
M3053,-3.559661415,2.440474217
M3054,-4.851579534,2.523760599
M3055,-5.524302252,2.229448961
M3056,-3.86674742,3.134686078
M3057,-3.841814531,1.104854547
M3058,-3.823410959,1.940249858
M3059,-2.581724895,2.867295588
M3060,-3.01369402,1.98836035
M3061,-2.508965633,2.514340433
M3062,-3.82371949,0.704104606
M3063,-3.273091636,2.278998023
M3064,-4.472936177,2.866730794
M3065,-4.184783884,0.20790411
M3066,-5.398215593,1.811484576
M3067,-3.944134233,0.997462972
M3068,-3.258415282,1.175843147
M3069,-4.846540835,2.474268553
M3070,-4.177987643,2.872202062
M3071,-4.579265144,1.832430877
M3072,-4.646726634,1.58462303
M3073,-3.278085215,3.441796868
M3074,-3.946186338,1.931099875
M3075,-3.408325406,2.304488344
M3076,-3.682579752,1.721659603
M3077,-3.251366781,2.40586375
M3078,-5.805763174,1.022265998
M3079,-4.817698301,2.017251441
M3080,-4.137507845,1.291433332
M3081,-3.721670294,1.846701747
M3082,-3.081253982,2.551611643
M3083,-4.511698977,3.567465596
M3084,-4.48395794,1.63836686
M3085,-4.228124012,2.426603701
M3086,-3.443823613,1.634355645
M3087,-3.914852179,2.071556905
M3088,-3.099438677,4.226068892
M3089,-4.617545522,2.145063308
M3090,-3.671093086,1.522443879
M3091,-3.690249248,2.801779508
M3092,-5.315206214,2.73984968
M3093,-3.762888949,0.782656422
M3094,-2.608245071,1.48793173
M3095,-4.958228169,1.641587832
M3096,-4.50966501,1.797066653
M3097,-4.813406325,2.083927454
M3098,-3.096745634,1.5517106
M3099,-4.44521126,2.346753258
M3100,-3.398913609,2.376605081
M3101,-5.315807857,1.325943638
M3102,-5.458041799,2.300735208
M3103,-3.20211537,1.102514823
M3104,-3.525354987,2.659911672
M3105,-3.775940618,1.82892259
M3106,-3.22634593,2.57602018
M3107,-3.945927175,1.205225399
M3108,-3.888075863,2.625491854
M3109,-4.699913853,1.778986246
M3110,-3.99239554,1.941886968
M3111,-4.880253802,1.782621002
M3112,-4.71255985,2.536992776
M3113,-4.381785561,3.442175792
M3114,-3.889011672,2.716878814
M3115,-2.717732102,2.023559933
M3116,-3.697975979,1.401939026
M3117,-3.675084101,2.067237782
M3118,-3.565376458,1.201904324
M3119,-3.03706577,1.930114247
M3120,-3.53566487,2.753658335
M3121,-3.949062046,1.930001232
M3122,-4.346434172,2.954220805
M3123,-3.522223916,1.601465428
M3124,-5.346813752,2.350037016
M3125,-3.966613676,2.264035351
M3126,-3.245404517,0.879886512
M3127,-4.182361453,1.582495133
M3128,-3.538544615,2.803934715
M3129,-3.862055779,1.089768491
M3130,-3.531977386,1.877401602
M3131,-4.394773848,1.220600523
M3132,-2.662990288,1.216399049
M3133,-3.682711313,1.262838332
M3134,-3.887192201,2.658510711
M3135,-4.952478893,2.005252061
M3136,-4.154518933,2.299306225
M3137,-5.156484666,1.555843825
M3138,-4.230869993,1.900289227
M3139,-4.983312337,2.6695794
M3140,-4.05117267,0.970019038
M3141,-3.878234468,1.393189797
M3142,-4.387636883,2.816461672
M3143,-2.69368173,3.355541914
M3144,-2.904883595,1.309449376
M3145,-2.868879385,2.351424462
M3146,-3.52741714,1.002497569
M3147,-3.375998297,2.526161417
M3148,-4.525795374,2.106502212
M3149,-3.89454859,1.188967948
M3150,-4.897933737,2.407173294
M3151,-3.808122852,3.01160082
M3152,-3.086275109,1.873915979
M3153,-4.880693283,1.281095001
M3154,-4.167105964,1.105626961
M3155,-5.172865088,1.006493277
M3156,-3.514975198,2.31876424
M3157,-3.015336451,2.271514506
M3158,-3.085238616,1.373138334
M3159,-4.82053252,2.603222826
M3160,-4.567227854,1.147533026
M3161,-4.081726817,3.18989027
M3162,-4.316098715,0.297814059
M3163,-4.422043433,1.780980445
M3164,-6.019627957,2.602647709
M3165,-3.490658618,2.009820048
M3166,-4.18753774,2.039256083
M3167,-3.445310854,1.593183827
M3168,-3.788377126,3.572206038
M3169,-6.382835203,1.631731904
M3170,-4.241050506,2.558398543
M3171,-3.37113202,2.96900527
M3172,-3.163867618,1.728192703
M3173,-4.253775297,3.158916464
M3174,-3.583587489,2.355128451
M3175,-3.809615133,0.809758099
M3176,-3.26250046,1.622979449
M3177,-2.42911669,1.883827911
M3178,-4.72914821,2.51033855
M3179,-2.320050776,2.570165749
M3180,-3.828428724,2.557651327
M3181,-4.639227642,0.842400953
M3182,-4.648271653,0.779398356
M3183,-3.905785349,3.076409324
M3184,-3.889581684,2.658757283
M3185,-3.671270969,2.329747639
M3186,-3.338394642,3.236951803
M3187,-3.710725509,3.477558974
M3188,-4.819607993,1.382163175
M3189,-4.552127291,2.033522278
M3190,-4.607110905,2.344853937
M3191,-4.472362193,2.096292293
M3192,-3.715877644,2.162244225
M3193,-3.727427401,2.155323782
M3194,-4.182030534,2.869257071
M3195,-4.799068767,-0.198978913
M3196,-4.260679671,1.995286558
M3197,-3.522361953,1.799653621
M3198,-4.103684774,1.625036783
M3199,-2.847728189,2.115207525
M3200,-4.654714779,2.427368769
M3201,-3.764656633,1.77204766
M3202,-3.078902344,2.014506839
M3203,-4.688212249,0.680065753
M3204,-4.044876096,1.108567248
M3205,-4.971797636,1.701351431
M3206,-4.744882805,1.863695162
M3207,-5.157829198,1.146418294
M3208,-4.74779924,1.055484524
M3209,-3.705895012,2.490333452
M3210,-4.19212089,2.107862923
M3211,-3.533568304,3.101522616
M3212,-3.177808034,2.436591028
M3213,-3.709954484,1.067491317
M3214,-3.379615192,0.225141376
M3215,-3.39601461,2.111389362
M3216,-2.114145227,1.818286714
M3217,-3.39423647,2.443647603
M3218,-5.193599008,2.731177746
M3219,-3.763385151,1.839853272
M3220,-3.466071903,2.119029593
M3221,-3.245875182,1.422914014
M3222,-3.346289147,2.961034477
M3223,-4.393524904,2.041508163
M3224,-3.977846839,1.573928603
M3225,-3.723843613,1.634037219
M3226,-3.827410413,3.454618256
M3227,-2.376803644,2.406366891
M3228,-5.283613852,2.336352225
M3229,-3.31545691,2.26954265
M3230,-3.050861107,2.363464087
M3231,-4.472479256,2.377803488
M3232,-3.603475261,2.005100988
M3233,-4.07120134,3.369272485
M3234,-4.826741876,1.808456763
M3235,-3.919462163,1.325249516
M3236,-2.66549338,1.669798966
M3237,-4.319317691,2.946372859
M3238,-3.497984148,2.625216514
M3239,-4.897071635,2.937569609
M3240,-4.737327291,1.828677654
M3241,-4.991236383,2.12074922
M3242,-5.14774747,0.548552166
M3243,-4.754019658,2.756477359
M3244,-4.719714421,1.914010259
M3245,-4.35365083,2.044830835
M3246,-5.314830549,2.810795627
M3247,-4.405482638,1.781301898
M3248,-4.619934948,2.344673048
M3249,-4.634985619,1.42572171
M3250,-4.253468971,1.574528519
M3251,-3.062585994,2.433330007
M3252,-4.003838301,1.830582244
M3253,-3.663177781,0.747479581
M3254,-2.731602205,1.569707947
M3255,-3.452318092,4.327607328
M3256,-3.89649052,2.39426175
M3257,-3.131186274,2.172078671
M3258,-2.21610189,1.672788205
M3259,-4.413571772,0.544439225
M3260,-3.321301716,2.108478645
M3261,-4.651195249,-0.463170574
M3262,-4.998772195,1.261294833
M3263,-4.541927193,0.835902026
M3264,-4.05898557,1.82936492
M3265,-5.569384982,2.858893803
M3266,-5.278875762,2.412759767
M3267,-4.045652916,1.645067237
M3268,-3.519549114,0.698769634
M3269,-3.371637821,1.573465512
M3270,-3.650127762,1.051537339
M3271,-4.143843755,2.343585471
M3272,-3.575987326,1.531503508
M3273,-2.005719838,3.133395256
M3274,-2.418548218,1.906098436
M3275,-4.047505082,0.784911851
M3276,-2.868454217,2.063388904
M3277,-4.496467064,2.573894134
M3278,-3.719358698,1.603248941
M3279,-3.884461808,2.4941907
M3280,-3.389362258,2.271443247
M3281,-4.971950769,2.30755791
M3282,-3.50059437,1.738760482
M3283,-3.865099011,1.897884374
M3284,-3.736993126,1.892586088
M3285,-4.822889208,1.897216977
M3286,-4.314861066,0.83541292
M3287,-5.235312285,1.985387208
